ID,Fold_(T1D-B1 vs C1),pValue
219240_s_at,-0.592,0.457
205058_at,-0.040,0.458
237225_at,0.668,0.458
220320_at,0.945,0.458
206049_at,0.724,0.458
224252_s_at,-0.477,0.458
223005_s_at,-0.747,0.458
226570_at,-0.065,0.458
205400_at,0.306,0.458
1563018_at,0.329,0.458
220528_at,2.389,0.458
203733_at,-0.306,0.458
1568606_at,0.142,0.458
219099_at,0.295,0.458
228047_at,-1.103,0.458
214397_at,-0.016,0.458
1556099_at,-0.159,0.458
223665_at,0.138,0.458
40562_at,0.035,0.458
236838_at,0.153,0.458
202105_at,-0.551,0.458
221034_s_at,0.363,0.458
232350_x_at,-0.128,0.458
210252_s_at,-0.581,0.458
208608_s_at,0.180,0.458
219136_s_at,-1.055,0.458
215220_s_at,0.144,0.458
202990_at,2.355,0.458
222253_s_at,0.101,0.458
219063_at,-0.259,0.458
1559078_at,-0.358,0.458
219844_at,-0.364,0.458
1558711_at,-0.506,0.458
212991_at,0.130,0.458
243027_at,0.225,0.458
219973_at,-0.093,0.458
201394_s_at,0.125,0.458
238010_at,-0.450,0.458
237535_x_at,-0.180,0.458
210290_at,0.107,0.458
220764_at,-0.065,0.458
222504_s_at,-0.105,0.458
209356_x_at,0.180,0.458
220057_at,0.012,0.458
220401_at,-0.338,0.458
202189_x_at,-0.427,0.458
204725_s_at,-0.251,0.458
208794_s_at,-0.533,0.458
240553_at,0.297,0.458
204106_at,-0.361,0.458
1552323_s_at,-0.945,0.458
217785_s_at,0.061,0.458
1556925_at,-0.270,0.458
203015_s_at,-0.425,0.458
202493_x_at,-0.052,0.459
213894_at,-0.227,0.459
224520_s_at,0.185,0.459
225006_x_at,-0.536,0.459
213864_s_at,-0.854,0.459
213913_s_at,-0.261,0.459
218520_at,0.117,0.459
235035_at,-0.117,0.459
204619_s_at,0.333,0.459
235284_s_at,-0.137,0.459
239132_at,0.402,0.459
235305_s_at,-0.417,0.459
1554400_at,-0.140,0.459
210589_s_at,1.103,0.459
223223_at,-0.007,0.459
217304_at,0.217,0.459
200714_x_at,0.336,0.459
221800_s_at,-0.736,0.459
1554482_a_at,0.081,0.459
227858_at,-0.147,0.459
227631_at,0.149,0.459
209264_s_at,-0.168,0.459
202738_s_at,-0.089,0.459
210179_at,0.117,0.459
237891_at,-0.087,0.459
201815_s_at,0.007,0.459
234003_at,0.297,0.459
217794_at,0.210,0.459
212922_s_at,-0.803,0.459
1558941_at,0.255,0.459
214502_at,0.120,0.459
230532_at,0.060,0.459
1555112_a_at,0.161,0.460
220186_s_at,0.112,0.460
232567_at,0.424,0.460
208156_x_at,0.147,0.460
209163_at,-1.016,0.460
201262_s_at,0.267,0.460
1557890_at,-0.188,0.460
215489_x_at,0.998,0.460
214324_at,0.272,0.460
204091_at,0.070,0.460
225921_at,-0.164,0.460
218403_at,-0.745,0.460
205737_at,0.125,0.460
211690_at,0.401,0.460
34471_at,0.341,0.460
239712_at,0.018,0.460
223287_s_at,-1.523,0.460
201372_s_at,-0.723,0.460
205824_at,0.257,0.460
215394_at,0.460,0.460
227982_at,-0.804,0.460
231318_at,0.339,0.460
202558_s_at,-0.284,0.460
243705_at,-0.179,0.460
229043_at,-0.948,0.460
202585_s_at,0.209,0.460
239133_at,-1.711,0.460
219007_at,-0.493,0.460
206254_at,-0.088,0.460
237776_at,0.214,0.460
223601_at,0.137,0.460
225693_s_at,-0.423,0.460
1557136_at,-0.109,0.460
209818_s_at,0.011,0.460
1556573_s_at,0.028,0.460
220383_at,0.234,0.460
235083_at,0.140,0.460
224622_at,-0.172,0.460
237319_at,0.185,0.460
229827_at,0.068,0.460
239650_at,0.054,0.460
212758_s_at,-0.159,0.460
227773_at,-0.004,0.460
243250_at,0.259,0.460
221270_s_at,-0.960,0.460
1558322_a_at,-0.297,0.460
212220_at,0.104,0.461
62212_at,-0.292,0.461
1554983_at,0.076,0.461
210892_s_at,0.025,0.461
200078_s_at,0.629,0.461
1555662_s_at,0.230,0.461
218564_at,-0.331,0.461
215543_s_at,-0.017,0.461
217189_s_at,0.401,0.461
222101_s_at,-1.200,0.461
226642_s_at,-0.535,0.461
214259_s_at,-0.113,0.461
237336_at,-0.005,0.461
206493_at,-0.503,0.461
233321_x_at,-0.477,0.461
221278_at,0.157,0.461
200053_at,-0.254,0.461
201976_s_at,-0.288,0.461
208941_s_at,-0.297,0.461
234354_x_at,-0.158,0.461
235471_at,0.251,0.461
241972_at,-0.179,0.461
226194_at,0.092,0.461
230370_x_at,-0.242,0.461
201616_s_at,-0.385,0.461
237640_at,-1.119,0.461
230274_s_at,0.214,0.461
229027_at,-0.183,0.461
207367_at,0.366,0.461
204988_at,0.273,0.461
201653_at,-0.243,0.461
230926_s_at,-0.705,0.461
230552_at,0.416,0.461
206802_at,0.584,0.461
204924_at,0.314,0.461
202524_s_at,-1.540,0.461
206814_at,0.374,0.461
1558691_a_at,-0.033,0.461
214045_at,-0.782,0.461
219607_s_at,0.269,0.461
238591_at,-0.099,0.461
202833_s_at,1.000,0.461
1554514_at,0.607,0.462
222914_s_at,0.246,0.462
209664_x_at,-0.052,0.462
214641_at,0.072,0.462
206833_s_at,-0.950,0.462
220653_at,0.039,0.462
213661_at,0.258,0.462
216926_s_at,0.164,0.462
202000_at,-0.349,0.462
221300_at,0.568,0.462
1561853_a_at,-0.131,0.462
226076_s_at,0.500,0.462
203754_s_at,-0.547,0.462
230812_at,0.396,0.462
216089_at,0.099,0.462
224257_s_at,0.017,0.462
210619_s_at,0.566,0.462
217758_s_at,0.117,0.462
243957_at,-1.381,0.462
205264_at,-0.074,0.462
223202_s_at,0.383,0.462
1568892_at,-0.136,0.462
210740_s_at,0.826,0.462
238546_at,0.936,0.462
235595_at,0.738,0.462
210014_x_at,-0.591,0.462
222138_s_at,-0.344,0.462
238093_at,0.128,0.462
217146_at,0.029,0.462
221713_s_at,0.266,0.462
200747_s_at,-0.471,0.462
228921_at,-0.246,0.462
202602_s_at,-0.713,0.462
231638_at,-1.128,0.462
215657_at,-0.085,0.462
232212_at,-0.117,0.462
206092_x_at,0.187,0.462
235763_at,-0.096,0.462
207556_s_at,-0.209,0.462
231699_at,-0.182,0.462
218510_x_at,-1.517,0.462
208699_x_at,1.401,0.462
1561532_at,0.141,0.462
221483_s_at,-0.452,0.463
229880_at,0.485,0.463
228446_at,-0.532,0.463
238748_at,0.122,0.463
242923_at,-0.901,0.463
216400_at,0.476,0.463
242823_at,0.406,0.463
202675_at,-0.017,0.463
236403_at,0.331,0.463
218939_at,0.212,0.463
202802_at,-0.726,0.463
237649_at,0.295,0.463
223805_at,0.626,0.463
235081_x_at,-0.015,0.463
230004_at,-1.583,0.463
201575_at,-0.279,0.463
204689_at,1.025,0.463
209614_at,-0.003,0.463
212434_at,-0.224,0.463
224303_x_at,-0.386,0.463
205023_at,-0.104,0.463
204577_s_at,-0.845,0.463
1553801_a_at,-0.935,0.463
221396_at,0.263,0.463
203127_s_at,-0.262,0.463
229977_at,0.587,0.463
226761_at,0.974,0.463
213499_at,-0.016,0.463
223655_at,0.298,0.463
238964_at,0.024,0.463
1553019_at,0.304,0.463
1552414_at,0.298,0.463
201264_at,-0.129,0.463
1555145_at,0.362,0.463
1569089_a_at,-0.651,0.463
222121_at,-0.384,0.463
221295_at,0.186,0.463
225126_at,-0.364,0.463
228565_at,-0.302,0.463
215661_at,-0.234,0.463
239125_at,0.582,0.463
1570035_at,0.025,0.464
1557406_s_at,0.089,0.464
215882_at,-0.173,0.464
208753_s_at,-0.408,0.464
236306_at,0.191,0.464
44696_at,0.049,0.464
218598_at,-0.589,0.464
1560662_s_at,-0.563,0.464
214056_at,-0.539,0.464
234910_at,0.128,0.464
205629_s_at,0.407,0.464
1556516_at,-0.285,0.464
210187_at,0.988,0.464
215532_x_at,-0.331,0.464
233329_s_at,0.322,0.464
238949_at,0.047,0.464
208972_s_at,-0.392,0.464
1563450_at,0.036,0.464
231806_s_at,0.008,0.464
224195_at,0.530,0.464
232665_x_at,0.278,0.464
210616_s_at,-0.262,0.464
237482_s_at,-0.135,0.464
227072_at,-1.260,0.464
207841_at,-0.079,0.464
205634_x_at,-0.028,0.464
1552609_s_at,0.151,0.464
202134_s_at,0.629,0.464
218581_at,0.448,0.464
222153_at,-0.071,0.464
220053_at,0.187,0.464
1558315_s_at,-0.269,0.464
219814_at,-0.188,0.464
229849_at,0.335,0.464
1554641_a_at,0.296,0.464
222933_at,-0.260,0.464
221936_x_at,-0.010,0.464
1557375_at,-0.039,0.464
238514_at,0.123,0.464
220738_s_at,0.395,0.464
221953_s_at,0.074,0.464
1560172_at,-0.590,0.464
219131_at,-1.172,0.464
206457_s_at,-0.206,0.464
202654_x_at,0.410,0.464
209784_s_at,0.289,0.464
244038_at,-0.838,0.464
229949_at,-0.563,0.464
226730_s_at,-0.198,0.465
1562336_at,-0.206,0.465
205976_at,-1.081,0.465
208386_x_at,-0.052,0.465
220148_at,-0.522,0.465
243801_x_at,-0.267,0.465
224782_at,0.222,0.465
209364_at,0.185,0.465
231745_at,-0.239,0.465
216939_s_at,0.020,0.465
1564705_at,0.000,0.465
224876_at,-0.873,0.465
230134_s_at,-0.807,0.465
211787_s_at,-0.110,0.465
227055_at,0.709,0.465
220943_s_at,-0.400,0.465
204064_at,-0.697,0.465
231951_at,0.132,0.465
217978_s_at,-0.428,0.465
201396_s_at,-0.113,0.465
208910_s_at,-1.096,0.465
222797_at,0.576,0.465
207646_s_at,0.136,0.465
219250_s_at,-0.110,0.465
216381_x_at,0.434,0.465
236262_at,-0.214,0.465
232178_at,0.395,0.465
242037_at,0.065,0.465
223664_x_at,0.237,0.465
210249_s_at,-0.261,0.465
210124_x_at,-0.585,0.465
218463_s_at,-0.063,0.465
205813_s_at,0.320,0.465
214596_at,0.200,0.465
1556608_a_at,-0.328,0.465
202989_at,-0.457,0.465
238943_at,0.357,0.465
204709_s_at,0.735,0.465
220168_at,-0.040,0.465
227676_at,0.213,0.465
213801_x_at,-0.590,0.465
1564855_at,0.244,0.465
228448_at,0.358,0.465
235725_at,-1.249,0.465
1558915_a_at,-0.253,0.465
53202_at,0.845,0.465
210530_s_at,-0.224,0.465
233344_x_at,-0.337,0.465
229623_at,-0.436,0.465
230690_at,-0.067,0.465
236573_at,-0.116,0.465
216192_at,0.112,0.465
227422_at,-0.537,0.465
243893_at,0.086,0.465
213111_at,-0.324,0.465
208624_s_at,-0.312,0.466
234382_x_at,0.235,0.466
218296_x_at,-0.592,0.466
243900_at,0.432,0.466
226494_at,0.235,0.466
1552687_a_at,0.258,0.466
229594_at,0.253,0.466
211720_x_at,-0.396,0.466
210721_s_at,-0.023,0.466
213765_at,0.001,0.466
1557840_at,0.061,0.466
206120_at,0.240,0.466
208140_s_at,0.072,0.466
1559042_at,0.087,0.466
223554_s_at,-0.900,0.466
208538_at,0.358,0.466
236958_at,-0.683,0.466
204092_s_at,1.410,0.466
217048_at,0.122,0.466
1569421_at,0.480,0.466
227649_s_at,0.315,0.466
234379_at,0.354,0.466
238957_at,-0.448,0.466
219991_at,-0.179,0.466
203918_at,0.244,0.466
212221_x_at,-0.165,0.466
226597_at,-0.121,0.466
216323_x_at,0.305,0.466
220097_s_at,-0.050,0.466
1569995_at,-0.112,0.466
230700_at,0.745,0.466
214412_at,0.012,0.466
244062_at,-0.075,0.466
242702_at,-0.188,0.466
1568840_at,0.082,0.466
238979_at,0.071,0.466
214141_x_at,-0.495,0.466
207000_s_at,-1.578,0.466
208051_s_at,-1.358,0.466
244667_at,0.528,0.466
221697_at,0.174,0.466
229560_at,0.658,0.466
236559_at,0.464,0.466
226530_at,0.313,0.466
210032_s_at,0.226,0.466
221220_s_at,0.060,0.466
230963_at,-0.236,0.466
214815_at,-0.352,0.467
201041_s_at,-0.149,0.467
211884_s_at,-0.404,0.467
213434_at,-1.022,0.467
211675_s_at,-0.929,0.467
240578_at,0.350,0.467
242082_at,-0.717,0.467
217730_at,-0.062,0.467
216161_at,-0.265,0.467
223163_s_at,-0.154,0.467
207593_at,0.266,0.467
201502_s_at,-1.123,0.467
239108_at,2.839,0.467
221939_at,-0.221,0.467
207688_s_at,-0.011,0.467
204206_at,-0.069,0.467
232888_at,0.498,0.467
229067_at,-0.238,0.467
225273_at,-0.431,0.467
243938_x_at,-0.203,0.467
1564785_at,0.117,0.467
201290_at,-0.047,0.467
224740_at,-0.138,0.467
235828_at,0.724,0.467
204753_s_at,-0.135,0.467
243324_x_at,-0.018,0.467
209079_x_at,0.530,0.467
219392_x_at,-0.269,0.467
221996_s_at,0.247,0.467
224571_at,0.036,0.467
203477_at,-0.194,0.467
210050_at,-0.055,0.467
1553568_a_at,0.427,0.467
236667_at,0.435,0.467
1556742_at,0.146,0.467
223467_at,0.108,0.468
1563137_at,0.404,0.468
210946_at,-0.879,0.468
205269_at,0.371,0.468
1561342_at,0.331,0.468
230549_at,0.217,0.468
242684_at,0.193,0.468
224582_s_at,-0.504,0.468
221909_at,-1.055,0.468
221279_at,-0.051,0.468
203103_s_at,-0.465,0.468
209282_at,-0.050,0.468
222863_at,-0.263,0.468
214559_at,0.202,0.468
228399_at,0.111,0.468
212839_s_at,-0.155,0.468
242441_at,0.224,0.468
204826_at,0.463,0.468
232960_at,0.340,0.468
1564463_at,-0.502,0.468
229113_s_at,-0.456,0.468
238218_at,0.075,0.468
1559856_s_at,-0.349,0.468
208796_s_at,-0.591,0.468
225753_at,-0.433,0.468
237392_at,0.019,0.468
1557924_s_at,0.311,0.468
1555417_a_at,0.396,0.468
1562716_at,0.554,0.468
36545_s_at,-1.408,0.468
209856_x_at,0.177,0.468
212662_at,0.303,0.468
1557098_s_at,-0.060,0.468
218547_at,-0.437,0.468
218033_s_at,-0.083,0.468
226582_at,0.206,0.468
211753_s_at,-0.161,0.468
211019_s_at,-0.004,0.468
231578_at,-0.070,0.468
226519_s_at,-0.104,0.468
1562749_at,0.073,0.468
91684_g_at,-0.042,0.469
1569906_s_at,-0.293,0.469
1559713_at,0.136,0.469
222210_at,0.004,0.469
223587_s_at,0.094,0.469
222705_s_at,-0.139,0.469
215963_x_at,-0.571,0.469
1561414_at,-0.037,0.469
1553447_at,-0.052,0.469
232003_at,0.319,0.469
200618_at,0.343,0.469
231810_at,0.763,0.469
202190_at,-0.028,0.469
224001_at,0.488,0.469
207446_at,0.628,0.469
213162_at,0.202,0.469
215172_at,-0.492,0.469
240633_at,-0.169,0.469
209425_at,0.185,0.469
202119_s_at,1.189,0.469
223463_at,-0.333,0.469
223459_s_at,-0.189,0.469
1553266_at,0.245,0.469
219166_at,-0.087,0.469
204854_at,0.346,0.469
217964_at,-0.908,0.469
223528_s_at,-0.599,0.469
1558111_at,-0.970,0.469
1567107_s_at,0.069,0.469
221898_at,0.291,0.469
215461_at,0.269,0.469
1554987_at,-0.102,0.469
210678_s_at,0.636,0.469
1552372_at,-0.106,0.469
200814_at,-0.317,0.469
211486_s_at,0.319,0.469
217447_at,0.342,0.469
221575_at,-0.697,0.469
1562045_at,0.323,0.469
219508_at,0.350,0.469
214317_x_at,-0.264,0.469
219126_at,-0.657,0.470
216156_at,-0.224,0.470
202625_at,0.776,0.470
236463_at,0.166,0.470
206993_at,-0.515,0.470
241393_at,-0.285,0.470
225370_at,0.530,0.470
215072_x_at,-0.203,0.470
200930_s_at,-0.360,0.470
218612_s_at,-0.338,0.470
1560522_at,-0.139,0.470
214427_at,-0.843,0.470
1553646_at,-0.029,0.470
218881_s_at,-0.691,0.470
227984_at,-1.127,0.470
1552671_a_at,0.171,0.470
221683_s_at,-0.211,0.470
228606_at,-0.983,0.470
238526_at,0.087,0.470
220593_s_at,0.146,0.470
1569652_at,-3.271,0.470
211758_x_at,0.249,0.470
211401_s_at,-0.139,0.470
229892_at,-1.536,0.470
244294_at,-0.720,0.470
232767_at,0.220,0.470
206863_x_at,0.692,0.470
1558533_at,0.178,0.470
215932_at,0.263,0.470
216720_at,0.047,0.470
242912_at,0.094,0.471
1561088_at,0.123,0.471
219640_at,-0.064,0.471
208358_s_at,-0.172,0.471
209494_s_at,-0.808,0.471
1555748_x_at,0.274,0.471
1552928_s_at,-0.103,0.471
1561218_s_at,0.346,0.471
235960_at,0.058,0.471
219922_s_at,-2.225,0.471
213067_at,0.490,0.471
220538_at,0.350,0.471
234772_s_at,0.107,0.471
213890_x_at,-0.406,0.471
210312_s_at,-0.167,0.471
225649_s_at,-0.743,0.471
209432_s_at,-0.386,0.471
219437_s_at,-0.536,0.471
230144_at,-0.096,0.471
209632_at,0.320,0.471
241961_at,-0.215,0.471
1553805_at,0.165,0.471
200963_x_at,-0.344,0.471
237170_at,0.580,0.471
227805_at,-1.087,0.471
237980_at,0.350,0.471
216368_s_at,0.072,0.471
1569422_at,-0.514,0.472
216270_at,0.208,0.472
233759_s_at,-0.354,0.472
204770_at,-0.757,0.472
215452_x_at,0.030,0.472
234169_at,0.201,0.472
219006_at,-0.796,0.472
220910_at,0.368,0.472
210896_s_at,0.097,0.472
217353_at,0.140,0.472
211630_s_at,-0.075,0.472
222231_s_at,0.150,0.472
200717_x_at,-0.287,0.472
204022_at,0.334,0.472
223330_s_at,-0.119,0.472
240634_x_at,-0.763,0.472
217102_at,0.329,0.472
209123_at,-0.325,0.472
208594_x_at,0.844,0.472
217299_s_at,-0.159,0.472
1555912_at,0.167,0.472
207123_s_at,-0.031,0.472
243609_at,-0.347,0.472
1567358_at,0.102,0.472
210627_s_at,-0.605,0.472
1561398_at,0.208,0.472
223404_s_at,0.233,0.473
238858_at,-0.105,0.473
243529_at,-0.094,0.473
233441_at,-0.220,0.473
212730_at,-1.496,0.473
224481_s_at,-0.712,0.473
200936_at,-0.464,0.473
211741_x_at,0.123,0.473
204210_s_at,-0.050,0.473
202591_s_at,-0.382,0.473
1562294_x_at,-0.022,0.473
208279_s_at,0.217,0.473
1552971_at,0.030,0.473
218156_s_at,-0.754,0.473
241812_at,0.000,0.473
229185_at,0.292,0.473
231708_at,-0.295,0.473
206776_x_at,0.219,0.473
210751_s_at,0.400,0.473
203855_at,0.029,0.473
228922_at,0.106,0.473
211680_at,-0.039,0.473
224188_s_at,-0.173,0.473
201046_s_at,-0.340,0.473
214361_s_at,0.253,0.473
1553761_at,0.117,0.473
224327_s_at,2.275,0.473
215942_s_at,0.385,0.473
210644_s_at,0.934,0.473
212136_at,-0.386,0.473
210295_at,0.629,0.473
230753_at,-1.247,0.473
221847_at,-0.902,0.473
1556381_at,-0.249,0.473
222398_s_at,-0.219,0.473
215702_s_at,-0.302,0.473
1562736_at,-0.200,0.473
232381_s_at,0.346,0.473
234191_at,0.252,0.473
201785_at,0.727,0.473
213723_s_at,0.264,0.473
232391_at,0.081,0.473
1565936_a_at,-0.141,0.473
225668_at,-0.062,0.473
204200_s_at,-0.190,0.473
1561710_at,-0.016,0.473
1556898_at,-0.069,0.473
1553593_a_at,0.371,0.473
211215_x_at,0.487,0.473
218263_s_at,-0.641,0.473
213435_at,-0.378,0.473
224638_at,-0.384,0.473
229092_at,-0.082,0.473
214369_s_at,-0.947,0.473
207855_s_at,-0.269,0.473
235108_at,-0.163,0.473
1555382_at,-0.123,0.473
217870_s_at,-0.806,0.473
1560380_at,0.150,0.474
228125_at,-0.738,0.474
1556518_at,0.113,0.474
228171_s_at,-1.224,0.474
1555391_a_at,-0.134,0.474
232828_at,0.203,0.474
239796_x_at,0.101,0.474
1557418_at,0.419,0.474
202058_s_at,-0.319,0.474
241376_at,-0.230,0.474
219594_at,0.997,0.474
213355_at,1.830,0.474
227720_at,0.195,0.474
213632_at,-0.183,0.474
202114_at,-0.375,0.474
239936_at,-0.022,0.474
228695_at,-0.581,0.474
225767_at,-0.478,0.474
236133_x_at,-0.031,0.474
220309_at,0.330,0.474
242287_at,-0.808,0.474
241239_at,0.363,0.474
241828_x_at,0.656,0.474
225502_at,0.966,0.474
1562803_at,-0.276,0.474
223580_at,-0.351,0.474
210492_at,0.113,0.474
200847_s_at,-0.652,0.474
236031_x_at,0.031,0.474
216134_at,0.088,0.474
225909_at,-1.139,0.474
230938_x_at,0.501,0.474
1554436_a_at,0.342,0.474
225056_at,0.799,0.474
231143_at,0.334,0.474
235417_at,0.339,0.474
224322_at,-0.067,0.474
219971_at,-1.105,0.475
230443_at,-0.856,0.475
207078_at,-2.429,0.475
213995_at,-0.906,0.475
218380_at,-0.305,0.475
219892_at,1.623,0.475
200900_s_at,0.080,0.475
1568815_a_at,-1.519,0.475
228678_at,-0.180,0.475
209108_at,-0.076,0.475
222119_s_at,-0.565,0.475
228174_at,-1.495,0.475
212666_at,-0.227,0.475
235000_at,0.079,0.475
201399_s_at,0.053,0.475
237828_at,0.306,0.475
202873_at,-0.010,0.475
222823_at,0.313,0.475
216609_at,1.312,0.475
1553830_s_at,0.024,0.475
223752_at,0.347,0.475
215086_at,-0.103,0.475
218238_at,-1.104,0.475
236226_at,-1.960,0.475
204957_at,-0.557,0.475
1569600_at,-0.066,0.475
205628_at,-0.132,0.475
207710_at,0.062,0.475
218877_s_at,-1.534,0.475
227862_at,0.108,0.475
202251_at,-0.785,0.475
203674_at,-0.506,0.475
230153_at,0.222,0.475
233566_at,0.422,0.475
1556436_at,0.031,0.475
234513_at,1.550,0.475
223378_at,0.129,0.475
221571_at,-0.011,0.475
224167_at,-0.294,0.475
1568828_at,0.258,0.475
235978_at,0.572,0.475
212584_at,-0.402,0.475
240781_x_at,0.038,0.475
219636_s_at,0.396,0.475
1553944_at,0.091,0.476
219192_at,-0.532,0.476
214417_s_at,-0.237,0.476
221960_s_at,-0.402,0.476
1558791_at,0.290,0.476
222780_s_at,-0.059,0.476
243970_at,0.149,0.476
1559817_at,0.341,0.476
220836_at,-0.146,0.476
221480_at,-0.686,0.476
224352_s_at,-2.045,0.476
220199_s_at,-0.689,0.476
213745_at,-0.190,0.476
226768_at,0.118,0.476
215089_s_at,-0.243,0.476
237651_x_at,-0.120,0.476
1561472_at,0.012,0.476
204970_s_at,0.577,0.476
244828_x_at,-0.089,0.476
232353_s_at,-0.084,0.476
1554708_s_at,-0.261,0.476
201001_s_at,-0.368,0.476
206408_at,0.239,0.476
207804_s_at,0.418,0.476
201825_s_at,-0.103,0.476
1554996_at,0.000,0.476
1564362_x_at,0.496,0.476
235935_at,0.021,0.476
206121_at,0.371,0.476
225209_s_at,-0.433,0.476
236019_at,-1.553,0.476
242601_at,0.754,0.476
227090_at,-0.230,0.476
216210_x_at,0.615,0.477
50314_i_at,0.384,0.477
244065_at,-0.307,0.477
222502_s_at,0.109,0.477
239299_at,-0.209,0.477
227541_at,-0.657,0.477
1553551_s_at,0.273,0.477
226574_at,0.084,0.477
216021_s_at,-0.146,0.477
210387_at,0.935,0.477
1563728_at,-0.012,0.477
220456_at,-0.313,0.477
220354_at,-0.109,0.477
226828_s_at,0.370,0.477
1554933_at,-0.878,0.477
205551_at,0.248,0.477
226311_at,0.134,0.477
38290_at,0.539,0.477
206822_s_at,0.156,0.477
231980_at,0.106,0.477
222542_x_at,0.526,0.477
207704_s_at,0.859,0.477
209912_s_at,-0.194,0.477
216263_s_at,-0.996,0.477
239077_at,0.097,0.477
201214_s_at,-0.445,0.477
228804_at,0.102,0.477
233910_at,0.126,0.477
230224_at,-1.751,0.477
224964_s_at,-0.421,0.477
236118_at,0.177,0.477
1568702_a_at,-0.249,0.477
229029_at,-1.741,0.477
1552839_at,0.285,0.477
221854_at,0.271,0.477
215834_x_at,0.493,0.477
209078_s_at,-0.186,0.477
238880_at,-1.313,0.477
208361_s_at,-0.317,0.477
209986_at,0.275,0.477
222630_at,-1.051,0.477
1563407_x_at,0.188,0.477
240688_at,-0.145,0.477
241612_at,-0.018,0.477
212098_at,0.100,0.478
203120_at,-0.379,0.478
207201_s_at,0.389,0.478
206219_s_at,0.090,0.478
226155_at,0.082,0.478
220887_at,0.081,0.478
228736_at,-1.070,0.478
202334_s_at,0.558,0.478
211929_at,-1.057,0.478
202529_at,0.448,0.478
240096_at,-0.099,0.478
235025_at,-0.246,0.478
228796_at,0.077,0.478
214379_at,0.228,0.478
228979_at,0.166,0.478
242550_at,-1.901,0.478
202698_x_at,-0.330,0.478
207139_at,0.188,0.478
220113_x_at,0.166,0.478
226352_at,-1.490,0.478
205376_at,-2.293,0.478
207520_at,-0.029,0.478
203164_at,-0.865,0.478
222135_at,-0.137,0.478
213883_s_at,0.361,0.478
205576_at,0.310,0.478
215840_at,0.346,0.478
212428_at,-0.567,0.478
219055_at,0.044,0.478
205431_s_at,0.301,0.478
223165_s_at,-1.987,0.478
236388_at,-0.105,0.478
1555273_at,0.234,0.478
202965_s_at,0.155,0.478
205099_s_at,0.391,0.478
243387_at,0.175,0.478
208953_at,0.195,0.478
220472_at,-0.020,0.478
212562_s_at,0.099,0.478
209380_s_at,0.990,0.478
232418_at,-0.341,0.478
209953_s_at,-0.102,0.478
200011_s_at,0.272,0.478
200748_s_at,-0.084,0.479
240149_at,-0.370,0.479
243506_at,0.021,0.479
213726_x_at,0.322,0.479
206205_at,-0.235,0.479
219201_s_at,0.000,0.479
211171_s_at,-0.282,0.479
201460_at,-0.245,0.479
230582_at,-0.109,0.479
212672_at,-1.236,0.479
233825_s_at,-0.155,0.479
219688_at,-0.213,0.479
226130_at,-0.239,0.479
203510_at,-0.114,0.479
220392_at,0.364,0.479
241701_at,0.101,0.479
228627_at,-0.504,0.479
212627_s_at,-0.623,0.479
1561558_at,0.185,0.479
231203_at,0.159,0.479
203123_s_at,-0.238,0.479
220497_at,0.216,0.479
227500_at,-0.407,0.479
1564642_at,-0.140,0.479
232931_at,-1.087,0.479
237939_at,-0.080,0.479
230393_at,-0.424,0.479
1552667_a_at,0.061,0.479
203125_x_at,0.127,0.479
209557_s_at,0.170,0.479
206146_s_at,0.663,0.479
221620_s_at,-0.315,0.479
229473_at,0.114,0.479
210985_s_at,-0.100,0.479
225301_s_at,0.534,0.479
214009_at,0.002,0.479
222482_at,-1.004,0.479
219475_at,0.543,0.479
1552952_at,-0.319,0.479
1554229_at,-0.605,0.479
213509_x_at,0.282,0.479
235536_at,-0.114,0.479
227966_s_at,-0.327,0.479
208165_s_at,-0.049,0.479
1558045_a_at,0.148,0.480
1558855_at,-0.096,0.480
206937_at,0.705,0.480
208147_s_at,0.171,0.480
222580_at,-1.270,0.480
208498_s_at,-1.172,0.480
1568644_at,0.146,0.480
218167_at,-0.627,0.480
222022_at,0.150,0.480
213140_s_at,-0.165,0.480
233317_at,-0.082,0.480
1569025_s_at,0.130,0.480
202936_s_at,0.102,0.480
211425_x_at,0.302,0.480
236693_at,0.209,0.480
208298_at,-0.185,0.480
1553224_at,0.042,0.480
201151_s_at,-0.749,0.480
1568639_a_at,0.221,0.480
211360_s_at,0.418,0.480
1564598_a_at,0.158,0.480
244710_at,-0.169,0.480
210976_s_at,-0.336,0.480
1553016_at,0.501,0.480
208759_at,0.068,0.480
200811_at,-0.226,0.480
1568696_at,-0.352,0.480
207431_s_at,0.279,0.480
229889_at,0.620,0.480
220649_at,-0.031,0.480
228709_at,-0.892,0.480
209720_s_at,-0.160,0.480
1560457_x_at,0.523,0.480
220171_x_at,0.410,0.480
1570291_at,0.392,0.480
214961_at,0.110,0.480
1559129_a_at,0.122,0.480
216768_x_at,0.236,0.480
235401_s_at,-0.738,0.480
1552872_at,0.073,0.480
212873_at,-0.422,0.480
215731_s_at,-1.472,0.480
